ARID,ESTAB_ARID,UPRN,ADDRESS_TYPE,ESTAB_TYPE,ADDRESS_LEVEL,ABP_CODE,ORGANISATION_NAME,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,TOWN_NAME,POSTCODE,LATITUDE,LONGITUDE,OA,LSOA,MSOA,LAD,REGION,HTC_WILLINGNESS,HTC_DIGITAL,TREATMENT_CODE,FIELDCOORDINATOR_ID,FIELDOFFICER_ID,CE_EXPECTED_CAPACITY
DDR190314000188886174,DDR190314000363759447,83261316463,HH,Household,U,RD04,,741 Mileage Describe Alley,,,Kirk Hamlet,EP4 9ZX,-11.641108,114.623644,W78542202,E36010731,W78766586,N80865842,N14448585,2,1,HH_1LSFN,,,
DDR190314000513935311,DDR190314000707392108,39675410073,HH,Household,U,RD02,,504 Metres Photograph Road,,,Translator City,AC4 9CN,29.562196,83.153549,N19904304,W25469338,N64559948,W68849999,N27888128,4,3,HH_1LSFN,,,
DDR190314000723736536,DDR190314000275801749,62924939944,HH,Household,U,RD06,,608 Experiment Rolls Alley,,,Handle Hamlet,BX1 4AV,-64.752415,-176.641405,N45140909,W94454999,E17285517,N39302087,W22955262,3,1,HH_1LSFN,,,
DDR190314000877586938,DDR190314000729897307,13980662775,HH,Household,U,RD02,,609 Legislative Uganda Avenue,,,Natural City,XJ1 6ET,173.325099,82.59961,W42409466,E23481367,W51793271,N82412415,W46550046,4,2,HH_1LSFN,,,
DDR190314000618379051,DDR190314000121641053,62124871634,HH,Household,U,RD03,,554 Afterwards Acting Road,,,Conspiracy City,NS5 9RE,-29.380729,-169.441489,W77977410,E39941211,E33149689,W15189373,E79572843,1,1,HH_1LSFN,,,
DDR190314000806955559,DDR190314000450903073,66719509488,HH,Household,U,RD05,,846 Appendix Anatomy Passage,,,Associates City,MG3 2ZK,70.606931,-142.142889,E53324892,W86433713,N88021287,E11366522,N42440957,5,1,HH_1LSFN,,,
DDR190314000670466261,DDR190314000787503809,32498934995,HH,Household,U,RD03,,993 Participant Jessica Way,,,Flag Hamlet,GT5 2ZT,11.534287,-113.862637,N48735099,N28545736,E47768779,W67004842,N85759284,1,4,HH_1LSFN,,,
DDR190314000314891027,DDR190314000248886405,66678228392,HH,Household,U,RD04,,926 Barnes Google Alley,,,Unable Hamlet,LB5 3AT,-91.861149,-117.213150,W77695408,N41823365,N23846956,E99529396,N93596818,1,5,HH_1LSFN,,,
DDR190314000346153955,DDR190314000305168776,47649209035,HH,Household,U,RD05,,148 Oakland Measure Lane,,,Cartoon Hamlet,CX5 2AT,-39.265172,86.417571,N88410977,N78699374,W35596145,E40025188,E96546466,2,3,HH_1LSFN,,,
DDR190314000918294061,DDR190314000952671624,10014988482,HH,Household,U,RD02,,287 Lens Stockholm Street,,,Wales Village,JY7 7GQ,-48.783533,-92.353381,E22667249,N34974553,E23138349,E64635886,W79458305,4,5,HH_1LSFN,,,
DDR190314000961980764,DDR190314000839842401,78452263625,HH,Household,U,RD06,,645 Cached Device Road,,,Computing City,JI5 5AW,-47.607203,-62.611638,E97161151,N85421388,W82575749,N51391111,N81249369,5,1,HH_1LSFN,,,
DDR190314000641498579,DDR190314000626384057,18195592781,HH,Household,U,RD06,,228 Teaching Proud Alley,,,Disability Town,QP7 2YD,83.734558,-112.935331,E97389633,E86233372,N27450020,W33857894,E88882223,3,4,HH_1LSFN,,,
DDR190314000170401420,DDR190314000180234732,88213298322,HH,Household,U,RD04,,888 Harold Traveller Road,,,Japan Hamlet,MN6 9ZZ,-36.22447,-60.313539,E40282704,W28790737,E74855881,N66931108,W77857714,3,5,HH_1LSFN,,,
DDR190314000987479490,DDR190314000535930447,51796040692,HH,Household,U,RD05,,166 Morocco Colored Passage,,,Republicans City,FU8 1RC,101.576197,-100.830505,N63138789,E60634611,E31211418,N97791917,N12210145,4,1,HH_1LSFN,,,
DDR190314000381432605,DDR190314000175039920,78353787000,HH,Household,U,RD06,,570 Robin Profession Avenue,,,Event Hamlet,WT6 9DK,29.774099,-120.178523,N98714274,N44729619,W79861806,N78604997,W99158067,4,1,HH_1LSFN,,,
DDR190314000561055570,DDR190314000367421778,73343446743,HH,Household,U,RD03,,481 Backgrounds Assets Avenue,,,Pins Town,DV9 5SI,-58.910899,30.80113,N33946387,N29789171,E19174335,E77971144,N48203925,3,5,HH_1LSFN,,,
DDR190314000421380636,DDR190314000568935738,84287169916,HH,Household,U,RD02,,752 Animals Appeals Passage,,,Brown Hamlet,CZ5 3EX,-117.676351,-49.813097,E76250463,N81574910,W54984544,W14821571,W86645236,4,4,HH_1LSFN,,,
DDR190314000944455368,DDR190314000476265291,56876352774,HH,Household,U,RD03,,581 Witnesses Northwest Street,,,Steven Hamlet,AC8 7RP,-162.471044,141.739803,N40094703,E84641763,W42857916,E31571944,N49595397,5,2,HH_1LSFN,,,
DDR190314000138667749,DDR190314000888254898,64264277137,HH,Household,U,RD05,,204 Itunes Trend Passage,,,Compared Hamlet,RS7 4HB,166.27474,137.493840,E66736006,N49428196,E85538517,N46964295,N37250976,4,3,HH_1LSFN,,,
DDR190314000856870070,DDR190314000459227868,53873997821,HH,Household,U,RD03,,44 Envelope Chain Passage,,,Lectures City,JQ8 3HB,146.126711,-19.889396,W61416755,E67424169,N33840971,W44977837,N21075225,2,5,HH_1LSFN,,,
DDR190314000576206083,DDR190314000522857895,84423171476,HH,Household,U,RD06,,982 Result Misc Passage,,,Harassment Village,CT4 7YH,145.214943,-66.632874,E12650180,E87643226,N78227696,N68798387,W37425838,2,1,HH_1LSFN,,,
DDR190314000805413403,DDR190314000639701274,10955652631,HH,Household,U,RD02,,932 Devon Shadows Road,,,Infected Village,PR4 6BX,-57.323036,-8.251890,N80759095,W10615122,W35089278,N42140373,W30547335,5,1,HH_1LSFN,,,
DDR190314000662052772,DDR190314000183491932,35531608176,HH,Household,U,RD06,,775 Tickets Anthony Lane,,,Tales Hamlet,CX4 3NR,12.202396,166.320309,E15774247,W35393082,N57724891,E93779132,W34297604,4,4,HH_1LSFN,,,
DDR190314000932906264,DDR190314000812013245,79660697212,HH,Household,U,RD04,,953 Chronicle Combat Passage,,,Document Town,FI8 4WA,-58.686649,-159.874769,N95520131,E74615616,W73998407,E24149216,W96145306,3,5,HH_1LSFN,,,
DDR190314000646152387,DDR190314000255438823,18325286554,HH,Household,U,RD02,,84 Quarter Basket Passage,,,Hello Hamlet,RN4 7IN,82.766092,24.415343,N80904470,N80288509,W43829194,N94317031,E79146079,3,3,HH_1LSFN,,,
DDR190314000115551392,DDR190314000893905164,45563767680,HH,Household,U,RD03,,800 Wedding Springs Alley,,,Combining Hamlet,NT6 1NU,172.442393,149.315206,W10072796,E31602564,N71679346,N83224665,N44966522,1,3,HH_1LSFN,,,
DDR190314000653070484,DDR190314000874769866,29168235968,HH,Household,U,RD03,,68 Letter Thorough Avenue,,,Waters Village,ID6 2DL,165.561493,-21.307895,E54311901,E74685228,N99656812,E26491865,N68680175,2,1,HH_1LSFN,,,
DDR190314000848794306,DDR190314000134234989,46686390898,HH,Household,U,RD05,,246 Abilities Levy Road,,,Explicitly Village,CG9 1VU,-85.321334,-38.928723,E76613646,N50404920,N85667820,N83765781,N46547394,4,4,HH_1LSFN,,,
DDR190314000502672980,DDR190314000313755273,52495969598,HH,Household,U,RD05,,207 Suit Nathan Passage,,,Elizabeth Town,ES1 6ZW,-57.101891,-115.699335,W41479568,E26432578,N87479098,W99875904,E33970632,2,1,HH_1LSFN,,,
DDR190314000518054537,DDR190314000726082002,27971634619,HH,Household,U,RD04,,157 Instruction Banking Street,,,Trainers Village,XI2 8OJ,-104.607508,-176.267331,W70870123,W65006776,W54007266,N39104336,W22271609,1,3,HH_1LSFN,,,
DDR190314000708201501,DDR190314000141322980,68352371587,HH,Household,U,RD05,,474 Crawford Operators Alley,,,Anti Village,NI6 3CW,53.567246,-9.478295,N59536181,W24268838,N68872044,N59523224,N58806333,2,1,HH_1LSFN,,,
DDR190314000578520341,DDR190314000454744902,39742930378,HH,Household,U,RD06,,364 Sensitive Allergy Street,,,Qualified Town,EQ4 2UH,-95.205463,-118.631383,E18113906,E39463689,N42296149,E46383845,W85762290,5,5,HH_1LSFN,,,
DDR190314000589571770,DDR190314000815552085,75572078739,HH,Household,U,RD03,,469 Broadcasting Requests Street,,,Nigeria Town,PA1 5IK,84.958260,94.622559,N21209919,E88152838,W96811268,E33389643,W42986515,4,4,HH_1LSFN,,,
DDR190314000966533182,DDR190314000902765080,92650841571,HH,Household,U,RD02,,835 Prayers Skill Road,,,Continued Hamlet,BN6 4RP,175.608243,-135.507949,W65977915,W16559148,E39582881,E11053702,W80340843,2,4,HH_1LSFN,,,
DDR190314000799951188,DDR190314000978995950,25569747936,HH,Household,U,RD02,,897 Compete Revealed Lane,,,Stanley City,CQ1 8RG,118.155241,130.450374,N13777620,E96761564,N88383673,N37121610,W49512548,2,1,HH_1LSFN,,,
DDR190314000734227860,DDR190314000835569428,56112173284,HH,Household,U,RD05,,996 Seems Clark Lane,,,Grave Town,RX3 3UD,105.531784,116.45537,N53148488,E93732716,N99378517,W43659629,W45684811,2,5,HH_1LSFN,,,
DDR190314000813815556,DDR190314000208590894,51609314088,HH,Household,U,RD06,,790 Eagle Boolean Street,,,Role Village,AN8 9FR,66.923149,150.916351,E82053192,E30913157,W96630478,E88827812,E21176436,3,3,HH_1LSFN,,,
DDR190314000774311546,DDR190314000775585014,78041523575,HH,Household,U,RD05,,573 Impaired Considered Passage,,,Pavilion Village,JW2 6OX,-119.380835,-16.275838,E88252310,W65456673,N41347371,N72450387,W85343629,3,4,HH_1LSFN,,,
DDR190314000990295575,DDR190314000161251198,24336450622,HH,Household,U,RD03,,354 Purple Scholarship Avenue,,,Webcast City,IN6 6KH,112.686468,67.761601,W23751083,W29941950,E43695807,W89657662,N28885788,1,4,HH_1LSFN,,,
DDR190314000758680173,DDR190314000494809739,37461036674,HH,Household,U,RD03,,98 Characteristic Detroit Alley,,,Operation Town,IJ5 9LL,43.118100,-171.20210,E80829071,E73002302,N91069765,W98460493,W32494757,4,1,HH_1LSFN,,,
DDR190314000980915252,DDR190314000911022708,19783449431,HH,Household,U,RD06,,159 Duncan Filme Alley,,,Handle City,CG7 8VZ,59.598985,-116.128755,N32206879,W10864212,E74234774,N92602875,W51904958,3,4,HH_1LSFN,,,
DDR190314000392000027,DDR190314000635265826,19254062780,HH,Household,U,RD04,,670 Legends Docs Lane,,,Redeem Hamlet,IX1 6FK,83.533859,42.394196,N67667707,N71836935,N31949594,W71856250,E72290200,2,2,HH_1LSFN,,,
DDR190314000792791969,DDR190314000256256546,17517915713,HH,Household,U,RD04,,568 Antibodies Tribal Passage,,,Cash Hamlet,AT5 5KP,67.770070,-37.841531,N23449946,N41498725,W85515918,W14198780,W43128131,2,3,HH_1LSFN,,,
DDR190314000888272133,DDR190314000935521795,42823992025,HH,Household,U,RD04,,311 Reproduce Electric Way,,,Harley City,MD7 8EG,-25.408720,-27.516567,W38913413,N39890192,W26693268,W73820832,W11512237,2,2,HH_1LSFN,,,
DDR190314000347327849,DDR190314000933801232,60212193689,HH,Household,U,RD05,,926 Integrating Boating Way,,,Victor Town,AO1 5WN,-19.277249,92.961861,E38777225,W71334786,W21804372,E48483291,E95120169,5,4,HH_1LSFN,,,
DDR190314000973942220,DDR190314000917204951,47335090940,HH,Household,U,RD06,,380 Lonely Searching Alley,,,Amenities Village,EF2 3TU,-23.111045,-35.586327,N44314198,N44644883,W98806830,E97688529,E94716622,3,4,HH_1LSFN,,,
DDR190314000216306005,DDR190314000631717191,29230866145,HH,Household,U,RD05,,17 Optimization Custody Road,,,Merely Village,AH1 4UV,-124.935539,-38.629835,N53645683,N55706006,E97877007,W68616189,E50216528,2,2,HH_1LSFN,,,
DDR190314000261945646,DDR190314000359939077,59226298152,HH,Household,U,RD04,,156 Main Myanmar Way,,,Victor City,LG5 3EP,77.623389,140.633750,W67820807,W51643661,W14237154,N77335896,E38365568,3,5,HH_1LSFN,,,
DDR190314000143030177,DDR190314000265654399,95572616508,HH,Household,U,RD02,,55 Asset Chinese Way,,,Understanding Hamlet,BJ9 2FT,-178.648878,-140.503343,E33947536,W31995815,W60902433,N16029610,N65106119,2,1,HH_1LSFN,,,
DDR190314000186603839,DDR190314000410814744,55261320236,HH,Household,U,RD05,,133 Dist Tiny Alley,,,Spencer Town,EF7 4JU,-126.108407,36.354562,E91939452,E51528566,W12510371,E51845882,E32315592,2,3,HH_1LSFN,,,
DDR190314000437255573,DDR190314000256298957,83348072510,HH,Household,U,RD04,,677 Origin Webshots Way,,,Translations Hamlet,DZ1 1LY,153.590947,165.14763,E11485534,W77625500,N90937935,N91211439,E76261053,2,4,HH_1LSFN,,,
DDR190314000936458392,DDR190314000594244625,35754045667,HH,Household,U,RD05,,469 Clearing Oman Avenue,,,Names Town,MX6 2QX,171.741461,-17.605316,N56596868,W52096417,W59302053,W60564129,N78113589,5,2,HH_1LSFN,,,
DDR190314000469556372,DDR190314000779446983,68965099415,HH,Household,U,RD02,,252 Combination Owner Street,,,Hills Town,YM3 7NW,63.80414,-95.890783,E40454912,N16965332,W22288765,W52059691,W17520471,3,2,HH_1LSFN,,,
DDR190314000110318949,DDR190314000617397406,92851552733,HH,Household,U,RD05,,831 Healing Squirting Alley,,,Recommendation Town,CF5 6QB,114.741610,-54.893100,W61819430,E13736097,W12109956,W70852706,W35614021,3,4,HH_1LSFN,,,
DDR190314000183170794,DDR190314000477668100,81530989382,HH,Household,U,RD03,,616 Reviewer Reporter Road,,,Removing Village,ZO6 2RV,87.618497,-168.828207,N81368136,E46790924,W21568751,W48228970,W99952932,3,2,HH_1LSFN,,,
DDR190314000478028390,DDR190314000729131694,59451432959,HH,Household,U,RD04,,329 Infection Sectors Road,,,Butts Town,FV4 4WX,-6.814598,-59.487302,E77426958,E19844931,N79566486,E22953739,W30464666,5,1,HH_1LSFN,,,
DDR190314000630886148,DDR190314000841242398,48126700262,HH,Household,U,RD02,,649 Addressing Saints Street,,,Afterwards Hamlet,IV8 4LH,-111.258930,-44.98186,N31843512,N15351390,E72500026,E86166246,E87805513,5,1,HH_1LSFN,,,
DDR190314000745225056,DDR190314000997396592,42124417617,HH,Household,U,RD05,,822 Lounge Guess Way,,,Shield Village,WS5 9NK,-154.332346,-37.616321,N30994547,N78062398,E68179022,E10853699,E87529585,1,3,HH_1LSFN,,,
DDR190314000826060375,DDR190314000897943168,34042484812,HH,Household,U,RD06,,363 Mercury Inappropriate Avenue,,,Angela Town,BL3 6RV,134.878248,-68.211550,E59490327,W81466662,W39426045,E93698013,W51699609,4,2,HH_1LSFN,,,
DDR190314000994289888,DDR190314000432361334,84219737130,HH,Household,U,RD04,,621 Library Deep Way,,,Employer Town,EC5 8SE,99.746897,73.372282,N58014400,W86907917,N85373217,N89461095,W28392356,5,2,HH_1LSFN,,,
DDR190314000915511950,DDR190314000107192460,88229599966,HH,Household,U,RD06,,774 Broadway Provided Avenue,,,Principal Hamlet,FD6 1UM,20.812020,-154.517810,W86292819,E36458176,N16542724,N88287262,E23051367,1,5,HH_1LSFN,,,
DDR190314000388984897,DDR190314000887802600,16534653137,HH,Household,U,RD06,,440 Marble Improving Street,,,Medal Town,XS7 8MT,120.280904,77.261416,W99533412,N71097363,E48006840,N53346238,E15988913,2,4,HH_1LSFN,,,
DDR190314000961447468,DDR190314000640184549,16455008257,HH,Household,U,RD03,,268 Proc Instructional Street,,,Inform Town,EN6 7CT,-90.726070,33.3344,W83880181,N17429609,N75426064,E49448851,W42038587,4,3,HH_1LSFN,,,
DDR190314000454075799,DDR190314000748125660,52761488590,HH,Household,U,RD03,,480 Lobby Streams Passage,,,Marble Town,DB2 8DK,179.695487,-5.59191,W77347192,W91041461,N84488308,N40557492,E24345304,1,5,HH_1LSFN,,,
DDR190314000356888253,DDR190314000370926054,21156020667,HH,Household,U,RD06,,700 Gray Occasionally Road,,,Newbie Hamlet,VB4 5RP,-51.613305,-169.429190,W17530047,W99185564,N18166079,E77651440,W13375907,3,1,HH_1LSFN,,,
DDR190314000392355688,DDR190314000216256457,22173463446,HH,Household,U,RD04,,876 Field Defensive Alley,,,Yeast Town,LF2 5ZD,-120.268181,-43.120101,W40259465,W82842068,W28180975,N96302205,E71959403,4,1,HH_1LSFN,,,
DDR190314000119420783,DDR190314000674485951,55896898651,HH,Household,U,RD03,,688 Marked Indiana Street,,,Productive Town,ND3 7TT,-135.547063,-40.120270,N78903872,N16777870,N31429455,N15302169,N21558680,2,4,HH_1LSFN,,,
DDR190314000265650549,DDR190314000688366675,84611085402,HH,Household,U,RD03,,229 Start Perfume Avenue,,,Tournaments Town,IZ4 4AR,-157.760796,-56.36637,E72013132,E15827172,E22665080,W90577122,W12564525,1,5,HH_1LSFN,,,
DDR190314000209266775,DDR190314000927765309,26512594231,HH,Household,U,RD04,,57 Chancellor Folding Passage,,,Genetics Town,UQ4 2ZW,153.285948,-44.717188,N28836744,E91595201,W47721680,E42961112,W87593963,1,3,HH_1LSFN,,,
DDR190314000916733050,DDR190314000624808045,85017250017,HH,Household,U,RD06,,106 Economic Supervisors Passage,,,Compiled Town,GV7 9HB,154.972987,-9.897819,E96704697,N65623383,N95836469,E65499793,N58317243,5,5,HH_1LSFN,,,
DDR190314000326759733,DDR190314000104003251,81387758153,HH,Household,U,RD03,,891 Bedrooms Hunter Road,,,Organisms Village,WG3 4MN,-55.281004,157.205516,W75263578,E75904788,E17236164,W10334403,E47829880,1,4,HH_1LSFN,,,
DDR190314000403007182,DDR190314000714552257,70146125589,HH,Household,U,RD02,,479 Allocated Mental Street,,,Maldives Hamlet,RF8 7AR,-135.966113,142.404754,W48295107,E88947439,W49409033,W33687244,N10527411,2,1,HH_1LSFN,,,
DDR190314000576177279,DDR190314000385281819,23948329987,HH,Household,U,RD06,,23 Somewhere Tracked Avenue,,,Dictionaries City,TE5 3TF,-17.494077,168.291540,E82165543,W78028997,N53216014,E98025655,E15955464,3,2,HH_1LSFN,,,
DDR190314000842053274,DDR190314000160947203,92720203006,HH,Household,U,RD02,,183 Afford Chinese Road,,,Brazilian Town,HV6 8OA,58.551838,-162.648590,E76406312,W75020139,E79249653,N82853250,W32937327,3,2,HH_1LSFN,,,
DDR190314000185137952,DDR190314000640586981,59614398503,HH,Household,U,RD02,,469 Bridal Recycling Road,,,Risk City,IS5 8FX,-151.522970,10.918297,E63482684,E44899084,N88061344,N62907336,W86698413,3,1,HH_1LSFN,,,
DDR190314000697884276,DDR190314000810590420,76408228458,HH,Household,U,RD02,,615 Discuss Approximate Way,,,Early Town,BU4 8XV,150.296824,151.318708,W91791136,N62570509,N61144963,W99414649,E35732950,2,3,HH_1LSFN,,,
DDR190314000335083216,DDR190314000380307006,54840637808,HH,Household,U,RD06,,467 Village Findarticles Alley,,,Heard Hamlet,LH7 2XJ,83.691571,-34.808029,E48762055,W95930482,E54567903,N86067728,N18649051,5,4,HH_1LSFN,,,
DDR190314000514240224,DDR190314000142923046,16422236135,HH,Household,U,RD06,,926 Aids Profits Way,,,Considered City,JY1 5ED,107.881105,180.193075,E13987949,W86213565,E35741299,E60368249,W84245367,3,5,HH_1LSFN,,,
DDR190314000596060318,DDR190314000916615937,67811680300,HH,Household,U,RD03,,187 Sophisticated Simon Street,,,Chevy City,UE6 7JG,96.820892,-28.333865,W88774055,E88676650,E64399221,E44632069,N19015690,2,5,HH_1LSFN,,,
DDR190314000730640412,DDR190314000588623855,87713189343,HH,Household,U,RD06,,150 Merger Endless Avenue,,,Reaction Village,KN4 8HN,-172.510952,123.955766,E14705241,E34326408,N37722789,N12310361,W76273513,5,1,HH_1LSFN,,,
DDR190314000274042134,DDR190314000845540503,43668001289,HH,Household,U,RD04,,205 Glucose Past Lane,,,Proceedings Town,NP1 3JE,167.4240,157.284502,E10640747,N66036979,W87004882,W19457801,W30809076,3,1,HH_1LSFN,,,
DDR190314000577625402,DDR190314000752941946,14048170169,HH,Household,U,RD05,,348 Manchester Jewelry Way,,,Singles Town,PS4 6QU,94.245775,-134.168922,E57772236,N69931244,W35705290,N84947692,N36075884,5,5,HH_1LSFN,,,
DDR190314000499429129,DDR190314000483546432,69141905083,HH,Household,U,RD02,,654 Worcester Hyundai Passage,,,Childhood Village,DN9 2JR,-120.133612,50.996749,E44616920,N14682740,E50582271,W63161790,N56406280,5,1,HH_1LSFN,,,
DDR190314000263630401,DDR190314000351326403,52532004029,HH,Household,U,RD04,,280 Diabetes Gained Alley,,,Hourly Town,ER8 8LI,111.330215,122.115732,N79297300,N83156310,E36290727,W44617762,E29009590,2,1,HH_1LSFN,,,
DDR190314000169847020,DDR190314000398482436,18702241297,HH,Household,U,RD05,,480 Myself Applies Passage,,,Touched Hamlet,MV6 3VX,-87.87557,152.701608,W76822214,N75493025,N61493600,W33586396,E27619137,3,4,HH_1LSFN,,,
DDR190314000807026193,DDR190314000981996465,82060186692,HH,Household,U,RD04,,377 Eight Router Avenue,,,Thank City,WR5 4LL,-83.838964,-43.813108,N64942705,W35795483,W38921968,E22064786,W92670377,2,4,HH_1LSFN,,,
DDR190314000970608737,DDR190314000754974387,15174488610,HH,Household,U,RD06,,459 Slides Samba Way,,,Regional Town,CC3 2KF,157.171706,98.436968,E22407830,E16766595,E16564765,E34709608,E22408999,1,4,HH_1LSFN,,,
DDR190314000231782778,DDR190314000431206329,43013705262,HH,Household,U,RD02,,569 Delay Expertise Lane,,,Heads City,OD5 3YW,148.376610,-18.304432,N67809831,E24765460,N22299194,N32849457,E58216736,1,3,HH_1LSFN,,,
DDR190314000479149557,DDR190314000870407814,31528957048,HH,Household,U,RD06,,517 Shortcuts Jeremy Road,,,Compression City,UE5 9NV,-30.204055,-171.827094,W32776833,E89170867,W55278898,W97173734,E96466480,3,2,HH_1LSFN,,,
DDR190314000390363448,DDR190314000525615172,19528999367,HH,Household,U,RD03,,663 Dragon Fruit Way,,,Quebec Town,ZV1 7JG,-6.969013,-119.820902,W81263459,W56797036,W36301332,W30715722,N50901020,2,3,HH_1LSFN,,,
DDR190314000386895366,DDR190314000339719838,89006479503,HH,Household,U,RD06,,976 Jeffrey Characteristic Avenue,,,Later Village,XR7 9PZ,88.401731,-42.389605,W24693270,N60723590,W99906490,E92137077,E58126142,4,5,HH_1LSFN,,,
DDR190314000390160087,DDR190314000226486612,52403042731,HH,Household,U,RD06,,838 Visit Later Lane,,,Creature Town,RM6 6IP,-105.917114,-112.945533,E56112035,E57988423,W57871107,N62819035,W68194987,4,4,HH_1LSFN,,,
DDR190314000498659192,DDR190314000213967005,29809559250,HH,Household,U,RD02,,730 Praise Eating Way,,,Switch Hamlet,AU3 7XC,144.160259,154.288226,W23585095,N53141106,E60679414,W45516168,E11272269,3,5,HH_1LSFN,,,
DDR190314000916648648,DDR190314000128798740,20018989426,HH,Household,U,RD05,,45 Almost Estate Street,,,Refrigerator City,DM1 7FP,98.702906,69.214586,E22794218,W86052094,N90310615,E36990590,W38251611,5,3,HH_1LSFN,,,
DDR190314000170805559,DDR190314000104324811,19018452572,HH,Household,U,RD02,,661 Cord Claire Alley,,,Bean City,YN6 7HN,151.326377,-169.917991,E87317628,W69973078,W72664958,E41627382,E79330031,1,5,HH_1LSFN,,,
DDR190314000364385042,DDR190314000865679740,32394926212,HH,Household,U,RD05,,481 Memories Leadership Alley,,,Respond Town,JV1 1AS,-89.245145,81.928809,N31526086,E16512591,E96710174,E98762875,N70907439,3,5,HH_1LSFN,,,
